slice_file_name,fsID,start,end,salience,fold,classID,class
5-232272-A-442___1.wav,11223,0.0,0.7,1,9,0,Not_a_drone
118279-8-0-7___4.wav,3379,2.1,2.8,1,1,0,Not_a_drone
5-212059-A-361___1.wav,10852,0.0,0.7,1,9,0,Not_a_drone
2-72547-A-140___1.wav,5384,0.0,0.7,1,7,0,Not_a_drone
180937-7-3-6___1.wav,3782,0.0,0.7,1,5,0,Not_a_drone
15m(6)___8.wav,27,4.9,5.6000000000000005,1,5,1,Drone
3-193767-A-470___1.wav,7557,0.0,0.7,1,7,0,Not_a_drone
d7___59.wav,372,40.6,41.3,1,6,1,Drone
d5___18.wav,371,11.9,12.6,1,8,1,Drone
shaver___80.wav,12051,55.3,56.0,1,2,0,Not_a_drone
4-182613-B-111___1.wav,9035,0.0,0.7,1,8,0,Not_a_drone
4-164859-A-13___1.wav,8537,0.0,0.7,1,7,0,Not_a_drone
99180-9-0-36___5.wav,11985,2.8,3.5,1,7,0,Not_a_drone
zz_g4___3.wav,1361,1.4,2.1,1,7,1,Drone
3-115387-A-474___1.wav,6141,0.0,0.7,1,7,0,Not_a_drone
1-23222-A-193___1.wav,1928,0.0,0.7,1,7,0,Not_a_drone
0_20241210_104612205___1.wav,5,0.0,0.6,1,7,1,Drone
d5___56.wav,371,38.5,39.2,1,3,1,Drone
4-189830-A-220___1.wav,9264,0.0,0.7,1,8,0,Not_a_drone
Membo_1_004-membo_001____1.wav,588,0.0,0.7,1,7,1,Drone
20m (1)___29.wav,31,19.6,20.3,1,8,1,Drone
u3___214.wav,12354,149.1,149.79999999999998,1,3,0,Not_a_drone
2-76408-C-224___1.wav,5468,0.0,0.7,1,8,0,Not_a_drone
1-18757-A-41___1.wav,1736,0.0,0.7,1,6,0,Not_a_drone
5-181977-A-352___1.wav,10223,0.0,0.7,1,7,0,Not_a_drone
2-135649-A-450___1.wav,4634,0.0,0.7,1,2,0,Not_a_drone
4-165933-A-451___1.wav,8585,0.0,0.7,1,1,0,Not_a_drone
180937-7-2-9___5.wav,3753,2.8,3.5,1,9,0,Not_a_drone
white_noise003___4.wav,12358,2.1,2.8,1,6,0,Not_a_drone
2-69131-A-52___1.wav,5321,0.0,0.7,1,10,0,Not_a_drone
46669-4-0-24___5.wav,9837,2.8,3.5,1,7,0,Not_a_drone
2-110417-A-280___1.wav,4214,0.0,0.7,1,6,0,Not_a_drone
free_10m_G6___44.wav,431,30.1,30.8,1,6,1,Drone
4-161105-A-470___1.wav,8424,0.0,0.7,1,4,0,Not_a_drone
138031-2-0-47___5.wav,3457,2.8,3.5,1,6,0,Not_a_drone
1-85362-A-03___1.wav,3173,0.0,0.7,1,4,0,Not_a_drone
2-117116-A-370___1.wav,4279,0.0,0.7,1,8,0,Not_a_drone
B_S2_D1_131-bebop_000____1.wav,356,0.0,0.7,1,7,1,Drone
electric_toothbrush___52.wav,12008,35.7,36.400000000000006,1,8,0,Not_a_drone
d7___4.wav,372,2.1,2.8,1,10,1,Drone
silence265___1.wav,12318,0.0,0.7,1,4,0,Not_a_drone
103258-5-0-2___5.wav,3313,2.8,3.5,1,4,0,Not_a_drone
103074-7-3-1___2.wav,3291,0.7,1.4,1,10,0,Not_a_drone
2-137162-A-111___1.wav,4660,0.0,0.7,1,3,0,Not_a_drone
3-119120-E-481___1.wav,6263,0.0,0.7,1,7,0,Not_a_drone
157867-8-0-25___5.wav,3542,2.8,3.5,1,9,0,Not_a_drone
1-62850-A-380___1.wav,2875,0.0,0.7,1,1,0,Not_a_drone
24074-1-0-1___2.wav,5887,0.7,1.4,1,3,0,Not_a_drone
180937-7-4-11___1.wav,3788,0.0,0.7,1,1,0,Not_a_drone
155202-9-0-38___2.wav,3518,0.7,1.4,1,9,0,Not_a_drone
2-108766-A-92___1.wav,4126,0.0,0.7,1,2,0,Not_a_drone
5-156999-E-194___1.wav,10000,0.0,0.7,1,9,0,Not_a_drone
hoveering_30m_G10___37.wav,441,25.2,25.9,1,2,1,Drone
electric_toothbrush___98.wav,12008,67.9,68.60000000000001,1,3,0,Not_a_drone
5-208761-A-241___1.wav,10772,0.0,0.7,1,4,0,Not_a_drone
Recording (16)___10.wav,1351,6.3,7.0,1,10,1,Drone
14113-4-0-0___1.wav,3465,0.0,0.7,1,3,0,Not_a_drone
2-110417-B-281___1.wav,4220,0.0,0.7,1,1,0,Not_a_drone
2-39443-A-190___1.wav,5039,0.0,0.7,1,1,0,Not_a_drone
4-172732-A-364___1.wav,8763,0.0,0.7,1,1,0,Not_a_drone
4-218199-E-352___1.wav,9642,0.0,0.7,1,9,0,Not_a_drone
shaver___19.wav,12051,12.6,13.3,1,1,0,Not_a_drone
pink_noise011___3.wav,12037,1.4,2.1,1,2,0,Not_a_drone
176787-5-0-0___5.wav,3656,2.8,3.5,1,5,0,Not_a_drone
mixed_3-bebop_004____1.wav,841,0.0,0.7,1,9,1,Drone
2-51630-B-492___1.wav,5126,0.0,0.7,1,4,0,Not_a_drone
134717-0-0-19___5.wav,3416,2.8,3.5,1,7,0,Not_a_drone
2-62226-A-261___1.wav,5245,0.0,0.7,1,3,0,Not_a_drone
4-198360-A-492___1.wav,9451,0.0,0.7,1,10,0,Not_a_drone
176787-5-0-17___2.wav,3664,0.7,1.4,1,7,0,Not_a_drone
doing_the_dishes002___1.wav,11991,0.0,0.7,1,2,0,Not_a_drone
3-112397-A-94___1.wav,6116,0.0,0.7,1,7,0,Not_a_drone
157867-8-0-26___3.wav,3543,1.4,2.1,1,10,0,Not_a_drone
5-215179-A-132___1.wav,10953,0.0,0.7,1,6,0,Not_a_drone
134717-0-0-16___4.wav,3414,2.1,2.8,1,10,0,Not_a_drone
3-141240-A-444___1.wav,6596,0.0,0.7,1,6,0,Not_a_drone
3-103051-A-194___1.wav,5956,0.0,0.7,1,9,0,Not_a_drone
electric_toothbrush___103.wav,12008,71.4,72.10000000000001,1,2,0,Not_a_drone
silence004___1.wav,12057,0.0,0.7,1,3,0,Not_a_drone
5-233160-A-10___1.wav,11241,0.0,0.7,1,4,0,Not_a_drone
2-110614-B-82___1.wav,4236,0.0,0.7,1,5,0,Not_a_drone
5-251489-A-240___1.wav,11606,0.0,0.7,1,3,0,Not_a_drone
5-198411-D-204___1.wav,10520,0.0,0.7,1,2,0,Not_a_drone
B_S2_D1_099-bebop_004____1.wav,200,0.0,0.7,1,9,1,Drone
4-176914-A-233___1.wav,8872,0.0,0.7,1,8,0,Not_a_drone
10m___8.wav,19,4.9,5.6000000000000005,1,4,1,Drone
B_S2_D1_132-bebop_000____1.wav,361,0.0,0.7,1,2,1,Drone
r_l_5m_G5___3.wav,1355,1.4,2.1,1,4,1,Drone
doing_the_dishes015___4.wav,12004,2.1,2.8,1,9,0,Not_a_drone
113205-5-1-3___3.wav,3352,1.4,2.1,1,6,0,Not_a_drone
u3___181.wav,12354,126.0,126.7,1,3,0,Not_a_drone
3-154439-A-170___1.wav,7017,0.0,0.7,1,10,0,Not_a_drone
4-204618-A-114___1.wav,9558,0.0,0.7,1,7,0,Not_a_drone
5-216131-A-322___1.wav,10988,0.0,0.7,1,8,0,Not_a_drone
3-233151-A-22___1.wav,7639,0.0,0.7,1,9,0,Not_a_drone
1-50060-A-100___1.wav,2515,0.0,0.7,1,5,0,Not_a_drone
1-26143-A-210___1.wav,2010,0.0,0.7,1,5,0,Not_a_drone
free_10m_G6___20.wav,431,13.3,14.0,1,2,1,Drone
5-200329-C-84___1.wav,10585,0.0,0.7,1,5,0,Not_a_drone
electric_toothbrush___83.wav,12008,57.4,58.1,1,7,0,Not_a_drone
108041-9-0-6___4.wav,3337,2.1,2.8,1,2,0,Not_a_drone
159738-8-0-11___1.wav,3556,0.0,0.7,1,4,0,Not_a_drone
4-187284-A-301___1.wav,9155,0.0,0.7,1,9,0,Not_a_drone
4-171207-A-120___1.wav,8689,0.0,0.7,1,7,0,Not_a_drone
160009-2-0-5___1.wav,3581,0.0,0.7,1,2,0,Not_a_drone
1-81883-A-212___1.wav,3127,0.0,0.7,1,10,0,Not_a_drone
2-108767-B-90___1.wav,4134,0.0,0.7,1,10,0,Not_a_drone
180937-7-3-11___1.wav,3756,0.0,0.7,1,10,0,Not_a_drone
2-37806-A-401___1.wav,5010,0.0,0.7,1,2,0,Not_a_drone
4-181999-A-362___1.wav,8986,0.0,0.7,1,3,0,Not_a_drone
zz_g7___230.wav,1364,160.3,161.0,1,9,1,Drone
5-213836-A-93___1.wav,10899,0.0,0.7,1,5,0,Not_a_drone
mixed_56-bebop_004____1.wav,943,0.0,0.7,1,8,1,Drone
d7___16.wav,372,10.5,11.2,1,6,1,Drone
Membo_2_020-membo_004____1.wav,711,0.0,0.7,1,3,1,Drone
hoover___89.wav,12023,61.6,62.3,1,9,0,Not_a_drone
118279-8-0-2___5.wav,3374,2.8,3.5,1,2,0,Not_a_drone
hoovering_30m_G6___10.wav,440,6.3,7.0,1,9,1,Drone
d5___5.wav,371,2.8,3.5,1,6,1,Drone
2-188822-A-402___1.wav,4876,0.0,0.7,1,8,0,Not_a_drone
B_S2_D1_119-bebop_002____1.wav,298,0.0,0.7,1,2,1,Drone
zz_g4___116.wav,1361,80.5,81.2,1,5,1,Drone
5-251971-A-473___1.wav,11629,0.0,0.7,1,6,0,Not_a_drone
hovering_5m_G8___16.wav,442,10.5,11.2,1,7,1,Drone
Membo_0_009-membo_002____1.wav,494,0.0,0.7,1,1,1,Drone
zz_g6___11.wav,1363,7.0,7.7,1,3,1,Drone
10m (2)___1.wav,12,0.0,0.7,1,3,1,Drone
zz_g7___225.wav,1364,156.8,157.5,1,4,1,Drone
5-198278-C-72___1.wav,10488,0.0,0.7,1,9,0,Not_a_drone
3-20861-A-83___1.wav,7615,0.0,0.7,1,5,0,Not_a_drone
1-26806-A-11___1.wav,2036,0.0,0.7,1,9,0,Not_a_drone
zz_g2___14.wav,1359,9.1,9.8,1,10,1,Drone
hoover___141.wav,12023,98.0,98.7,1,2,0,Not_a_drone
mixed_8-bebop_002____1.wav,1006,0.0,0.7,1,4,1,Drone
73277-9-0-19___5.wav,11919,2.8,3.5,1,1,0,Not_a_drone
174294-6-1-0___4.wav,3633,2.1,2.8,1,6,0,Not_a_drone
180937-7-3-33___3.wav,3778,1.4,2.1,1,10,0,Not_a_drone
Membo_0_016-membo_003____1.wav,530,0.0,0.7,1,10,1,Drone
2-39945-B-190___1.wav,5054,0.0,0.7,1,10,0,Not_a_drone
15_m(9)___52.wav,29,35.7,36.400000000000006,1,7,1,Drone
zz_g7___131.wav,1364,91.0,91.7,1,4,1,Drone
hoverring_5m_G0___17.wav,443,11.2,11.9,1,5,1,Drone
157867-8-0-22___3.wav,3539,1.4,2.1,1,10,0,Not_a_drone
3-70962-C-43___1.wav,7780,0.0,0.7,1,8,0,Not_a_drone
5-204114-A-294___1.wav,10680,0.0,0.7,1,4,0,Not_a_drone
4_20241210_110101473___1.wav,42,0.0,0.6,1,8,1,Drone
1-25777-A-484___1.wav,1989,0.0,0.7,1,4,0,Not_a_drone
Membo_2_017-membo_002____1.wav,694,0.0,0.7,1,9,1,Drone
3-132830-A-323___1.wav,6465,0.0,0.7,1,9,0,Not_a_drone
4-234879-A-62___1.wav,9692,0.0,0.7,1,10,0,Not_a_drone
1-260640-C-21___1.wav,2006,0.0,0.7,1,3,0,Not_a_drone
1-87565-A-290___1.wav,3180,0.0,0.7,1,3,0,Not_a_drone
mixed_membo_51-membo_002____1.wav,1251,0.0,0.7,1,4,1,Drone
hoovering_20m_G10___23.wav,438,15.4,16.1,1,9,1,Drone
FlyingDroneSoundEffect___87.wav,430,60.2,60.900000000000006,1,7,1,Drone
5-160614-H-484___1.wav,10055,0.0,0.7,1,8,0,Not_a_drone
134717-0-0-20___5.wav,3418,2.8,3.5,1,5,0,Not_a_drone
4-119647-A-481___1.wav,7970,0.0,0.7,1,9,0,Not_a_drone
5-219242-B-371___1.wav,11077,0.0,0.7,1,3,0,Not_a_drone
4-185619-A-213___1.wav,9117,0.0,0.7,1,5,0,Not_a_drone
free_30m_g7-10___6.wav,433,3.5,4.2,1,2,1,Drone
2-70939-A-422___1.wav,5371,0.0,0.7,1,7,0,Not_a_drone
118279-8-0-1___4.wav,3373,2.1,2.8,1,1,0,Not_a_drone
57320-0-0-11___3.wav,11853,1.4,2.1,1,3,0,Not_a_drone
73277-9-0-16___3.wav,11917,1.4,2.1,1,5,0,Not_a_drone
3-118487-A-260___1.wav,6202,0.0,0.7,1,8,0,Not_a_drone
4-181955-A-31___1.wav,8970,0.0,0.7,1,8,0,Not_a_drone
4-264453-A-344___1.wav,9754,0.0,0.7,1,9,0,Not_a_drone
mixed_membo_31-membo_002____1.wav,1141,0.0,0.7,1,6,1,Drone
177621-0-0-128___5.wav,3696,2.8,3.5,1,7,0,Not_a_drone
7061-6-0-0___3.wav,11905,1.4,2.1,1,2,0,Not_a_drone
B_S2_D1_097-bebop_000____1.wav,186,0.0,0.7,1,3,1,Drone
5-180156-A-430___1.wav,10191,0.0,0.7,1,10,0,Not_a_drone
1-58277-A-33___1.wav,2773,0.0,0.7,1,7,0,Not_a_drone
134717-0-0-8___3.wav,3432,1.4,2.1,1,7,0,Not_a_drone
1-27724-A-12___1.wav,2062,0.0,0.7,1,1,0,Not_a_drone
157867-8-0-9___4.wav,3553,2.1,2.8,1,4,0,Not_a_drone
1-59513-A-04___1.wav,2809,0.0,0.7,1,7,0,Not_a_drone
1-23094-B-151___1.wav,1921,0.0,0.7,1,6,0,Not_a_drone
4-172742-A-320___1.wav,8784,0.0,0.7,1,4,0,Not_a_drone
mixed_27-bebop_002____1.wav,824,0.0,0.7,1,10,1,Drone
1-160563-A-480___1.wav,1570,0.0,0.7,1,10,0,Not_a_drone
2-124662-A-112___1.wav,4521,0.0,0.7,1,6,0,Not_a_drone
5-188655-A-104___1.wav,10320,0.0,0.7,1,4,0,Not_a_drone
no_drone_2 (mp3cut.net)___2.wav,12024,0.7,1.4,1,5,0,Not_a_drone
2-135728-A-384___1.wav,4653,0.0,0.7,1,4,0,Not_a_drone
24074-1-0-9___3.wav,5895,1.4,2.1,1,3,0,Not_a_drone
3-152039-A-30___1.wav,6977,0.0,0.7,1,9,0,Not_a_drone
r_l_20m_G7___42.wav,1353,28.7,29.395986394557823,1,5,1,Drone
2-72970-A-102___1.wav,5416,0.0,0.7,1,7,0,Not_a_drone
4-184235-A-280___1.wav,9069,0.0,0.7,1,8,0,Not_a_drone
57320-0-0-15___5.wav,11855,2.8,3.5,1,9,0,Not_a_drone
2-70366-A-330___1.wav,5349,0.0,0.7,1,6,0,Not_a_drone
3-94355-A-332___1.wav,7839,0.0,0.7,1,8,0,Not_a_drone
4-167063-C-113___1.wav,8607,0.0,0.7,1,2,0,Not_a_drone
2-102567-C-354___1.wav,3933,0.0,0.7,1,7,0,Not_a_drone
mixed_membo_6-membo_002____1.wav,1296,0.0,0.7,1,2,1,Drone
zz_g7___68.wav,1364,46.9,47.6,1,7,1,Drone
hoover___64.wav,12023,44.1,44.8,1,6,0,Not_a_drone
15m(7)___17.wav,28,11.2,11.9,1,9,1,Drone
176787-5-0-21___5.wav,3669,2.8,3.5,1,5,0,Not_a_drone
exercise_bike008___7.wav,12017,4.2,4.9,1,1,0,Not_a_drone
1-68670-A-343___1.wav,2938,0.0,0.7,1,3,0,Not_a_drone
u3___2.wav,12354,0.7,1.4,1,7,0,Not_a_drone
zz_g4___152.wav,1361,105.7,106.4,1,3,1,Drone
20m(19)___5.wav,33,2.8,3.5,1,1,1,Drone
108362-2-0-9___4.wav,3347,2.1,2.8,1,9,0,Not_a_drone
20m(19) (2)___8.wav,32,4.9,5.6000000000000005,1,5,1,Drone
106905-8-0-0___4.wav,3329,2.1,2.8,1,3,0,Not_a_drone
193394-3-0-4___4.wav,3826,2.1,2.8,1,4,0,Not_a_drone
4-213915-B-32___1.wav,9597,0.0,0.7,1,7,0,Not_a_drone
159738-8-0-16___1.wav,3561,0.0,0.7,1,9,0,Not_a_drone
5-208624-A-384___1.wav,10770,0.0,0.7,1,3,0,Not_a_drone
2-83667-A-344___1.wav,5638,0.0,0.7,1,1,0,Not_a_drone
1-36397-A-231___1.wav,2261,0.0,0.7,1,3,0,Not_a_drone
5-156026-C-41___1.wav,9962,0.0,0.7,1,9,0,Not_a_drone
51022-3-13-0___1.wav,11830,0.0,0.7,1,10,0,Not_a_drone
119455-5-0-5___5.wav,3387,2.8,3.5,1,10,0,Not_a_drone
193698-2-0-112___3.wav,3828,1.4,2.1,1,6,0,Not_a_drone
4-144083-C-162___1.wav,8191,0.0,0.7,1,3,0,Not_a_drone
1-28135-A-114___1.wav,2074,0.0,0.7,1,7,0,Not_a_drone
1-38559-A-143___1.wav,2288,0.0,0.7,1,6,0,Not_a_drone
no_drone___5.wav,12025,2.8,3.5,1,9,0,Not_a_drone
Recording (15) (1)___2.wav,1349,0.7,1.3929931972789116,1,10,1,Drone
2-132157-B-110___1.wav,4604,0.0,0.7,1,5,0,Not_a_drone
4-154793-A-44___1.wav,8308,0.0,0.7,1,6,0,Not_a_drone
151977-0-0-10___2.wav,3502,0.7,1.4,1,5,0,Not_a_drone
143651-2-0-59___1.wav,3474,0.0,0.7,1,6,0,Not_a_drone
3-155234-A-430___1.wav,7052,0.0,0.7,1,5,0,Not_a_drone
176787-5-0-11___3.wav,3658,1.4,2.1,1,7,0,Not_a_drone
mixed_membo_46-membo_000____1.wav,1219,0.0,0.7,1,2,1,Drone
pink_noise001___6.wav,12027,3.5,4.2,1,5,0,Not_a_drone
4-185613-A-323___1.wav,9112,0.0,0.7,1,5,0,Not_a_drone
5-213836-B-91___1.wav,10902,0.0,0.7,1,5,0,Not_a_drone
2-50666-A-201___1.wav,5085,0.0,0.7,1,4,0,Not_a_drone
d7___19.wav,372,12.6,13.3,1,6,1,Drone
2-99796-A-323___1.wav,5847,0.0,0.7,1,1,0,Not_a_drone
3-155234-A-433___1.wav,7055,0.0,0.7,1,3,0,Not_a_drone
5-198278-B-74___1.wav,10485,0.0,0.7,1,7,0,Not_a_drone
1-260640-C-20___1.wav,2005,0.0,0.7,1,8,0,Not_a_drone
Membo_0_007-membo_000____1.wav,482,0.0,0.7,1,7,1,Drone
103258-5-0-7___4.wav,3318,2.1,2.8,1,6,0,Not_a_drone
97317-2-0-22___1.wav,11965,0.0,0.7,1,8,0,Not_a_drone
4-157611-B-414___1.wav,8368,0.0,0.7,1,5,0,Not_a_drone
u3___133.wav,12354,92.4,93.1,1,7,0,Not_a_drone
1-61252-A-111___1.wav,2841,0.0,0.7,1,5,0,Not_a_drone
4-126532-A-184___1.wav,8073,0.0,0.7,1,2,0,Not_a_drone
119455-5-0-2___5.wav,3384,2.8,3.5,1,1,0,Not_a_drone
5-253094-D-490___1.wav,11661,0.0,0.7,1,6,0,Not_a_drone
hand_fan___56.wav,12022,38.5,39.2,1,8,0,Not_a_drone
4-186938-A-444___1.wav,9143,0.0,0.7,1,4,0,Not_a_drone
5-208624-A-381___1.wav,10767,0.0,0.7,1,8,0,Not_a_drone
3-68630-A-400___1.wav,7752,0.0,0.7,1,4,0,Not_a_drone
silence166___1.wav,12219,0.0,0.7,1,5,0,Not_a_drone
5-242492-A-31___1.wav,11417,0.0,0.7,1,8,0,Not_a_drone
4-218199-H-354___1.wav,9659,0.0,0.7,1,4,0,Not_a_drone
hoover___83.wav,12023,57.4,58.1,1,10,0,Not_a_drone
15m(7)___49.wav,28,33.6,34.300000000000004,1,9,1,Drone
98223-7-4-0___2.wav,11977,0.7,1.4,1,3,0,Not_a_drone
5-198411-A-201___1.wav,10502,0.0,0.7,1,5,0,Not_a_drone
3-170851-A-314___1.wav,7416,0.0,0.7,1,3,0,Not_a_drone
5-221568-A-222___1.wav,11148,0.0,0.7,1,4,0,Not_a_drone
exercise_bike002___7.wav,12011,4.2,4.9,1,6,0,Not_a_drone
zz_g7___66.wav,1364,45.5,46.2,1,5,1,Drone
2-106849-A-473___1.wav,4072,0.0,0.7,1,8,0,Not_a_drone
164053-8-0-0___5.wav,3589,2.8,3.5,1,9,0,Not_a_drone
mixed_52-bebop_004____1.wav,923,0.0,0.7,1,4,1,Drone
5-218196-B-271___1.wav,11047,0.0,0.7,1,5,0,Not_a_drone
17592-5-1-0___4.wav,3638,2.1,2.8,1,8,0,Not_a_drone
160009-2-0-31___4.wav,3578,2.1,2.8,1,5,0,Not_a_drone
113205-5-1-5___5.wav,3354,2.8,3.5,1,10,0,Not_a_drone
5-201194-A-381___1.wav,10622,0.0,0.7,1,8,0,Not_a_drone
zz_g2___20.wav,1359,13.3,14.0,1,3,1,Drone
3-157492-A-451___1.wav,7168,0.0,0.7,1,4,0,Not_a_drone
1-115545-A-482___1.wav,1458,0.0,0.7,1,8,0,Not_a_drone
10m (5)___6.wav,15,3.5,4.2,1,10,1,Drone
1-30226-A-00___1.wav,2115,0.0,0.7,1,8,0,Not_a_drone
3-127890-B-91___1.wav,6388,0.0,0.7,1,6,0,Not_a_drone
4-165845-A-450___1.wav,8574,0.0,0.7,1,3,0,Not_a_drone
157867-8-0-28___1.wav,3545,0.0,0.7,1,1,0,Not_a_drone
running_tap010___2.wav,12048,0.7,1.4,1,7,0,Not_a_drone
white_noise002___3.wav,12357,1.4,2.1,1,8,0,Not_a_drone
5-245040-A-352___1.wav,11543,0.0,0.7,1,7,0,Not_a_drone
113205-5-1-7___1.wav,3356,0.0,0.7,1,4,0,Not_a_drone
46918-5-0-1___1.wav,9859,0.0,0.7,1,3,0,Not_a_drone
1-51805-D-333___1.wav,2603,0.0,0.7,1,5,0,Not_a_drone
silence250___1.wav,12303,0.0,0.7,1,9,0,Not_a_drone
silence253___1.wav,12306,0.0,0.7,1,7,0,Not_a_drone
5-216370-A-413___1.wav,11014,0.0,0.7,1,6,0,Not_a_drone
B_S2_D1_083-bebop_004____1.wav,120,0.0,0.7,1,2,1,Drone
free_20m_G7___9.wav,432,5.6,6.3,1,3,1,Drone
57584-4-0-7___3.wav,11885,1.4,2.1,1,2,0,Not_a_drone
118101-3-0-4___3.wav,3365,1.4,2.1,1,9,0,Not_a_drone
2-75726-A-63___1.wav,5452,0.0,0.7,1,2,0,Not_a_drone
Membo_0_001-membo_002____1.wav,454,0.0,0.7,1,1,1,Drone
3-159445-B-451___1.wav,7228,0.0,0.7,1,4,0,Not_a_drone
U_P_5m_G6___2.wav,1358,0.7,1.4,1,3,1,Drone
165067-2-0-9___5.wav,3606,2.8,3.5,1,7,0,Not_a_drone
mixed_membo_6-membo_004____1.wav,1298,0.0,0.7,1,3,1,Drone
1-57795-A-81___1.wav,2766,0.0,0.7,1,7,0,Not_a_drone
5-232802-A-312___1.wav,11228,0.0,0.7,1,6,0,Not_a_drone
silence053___1.wav,12106,0.0,0.7,1,7,0,Not_a_drone
155202-9-0-6___1.wav,3520,0.0,0.7,1,2,0,Not_a_drone
4-144083-C-160___1.wav,8189,0.0,0.7,1,10,0,Not_a_drone
mixed_membo_60-membo_000____1.wav,1299,0.0,0.7,1,9,1,Drone
15_m(9)___5.wav,29,2.8,3.5,1,5,1,Drone
1-26188-A-301___1.wav,2026,0.0,0.7,1,8,0,Not_a_drone
151977-0-0-1___2.wav,3506,0.7,1.4,1,1,0,Not_a_drone
5-251962-A-471___1.wav,11617,0.0,0.7,1,8,0,Not_a_drone
hoovering_30m_G6___7.wav,440,4.2,4.9,1,4,1,Drone
5-177957-C-404___1.wav,10135,0.0,0.7,1,9,0,Not_a_drone
5-250753-A-341___1.wav,11592,0.0,0.7,1,2,0,Not_a_drone
4-172500-C-272___1.wav,8751,0.0,0.7,1,10,0,Not_a_drone
3-145382-A-12___1.wav,6739,0.0,0.7,1,7,0,Not_a_drone
4-171706-A-233___1.wav,8712,0.0,0.7,1,8,0,Not_a_drone
65749-3-1-12___4.wav,11895,2.1,2.8,1,8,0,Not_a_drone
103074-7-4-3___1.wav,3297,0.0,0.7,1,5,0,Not_a_drone
2-166644-C-20___1.wav,4829,0.0,0.7,1,2,0,Not_a_drone
4-141365-A-183___1.wav,8167,0.0,0.7,1,3,0,Not_a_drone
shaver___41.wav,12051,28.0,28.7,1,10,0,Not_a_drone
zz_g7___106.wav,1364,73.5,74.2,1,10,1,Drone
1-115545-B-483___1.wav,1464,0.0,0.7,1,9,0,Not_a_drone
2-59566-A-460___1.wav,5199,0.0,0.7,1,7,0,Not_a_drone
99180-9-0-7___2.wav,11988,0.7,1.4,1,10,0,Not_a_drone
2-122763-B-291___1.wav,4490,0.0,0.7,1,8,0,Not_a_drone
180937-7-3-12___4.wav,3757,2.1,2.8,1,6,0,Not_a_drone
1-23094-B-152___1.wav,1922,0.0,0.7,1,7,0,Not_a_drone
193698-2-0-64___2.wav,3834,0.7,1.4,1,8,0,Not_a_drone
1-53663-A-241___1.wav,2656,0.0,0.7,1,9,0,Not_a_drone
3-153444-A-324___1.wav,7011,0.0,0.7,1,8,0,Not_a_drone
6_20241210_110137490___1.wav,48,0.0,0.6,1,1,1,Drone
1-26806-A-13___1.wav,2038,0.0,0.7,1,4,0,Not_a_drone
59277-0-0-0___4.wav,11887,2.1,2.8,1,7,0,Not_a_drone
2-117795-B-32___1.wav,4341,0.0,0.7,1,2,0,Not_a_drone
hand_fan___144.wav,12022,100.1,100.8,1,1,0,Not_a_drone
15m(2)___16.wav,26,10.5,11.2,1,9,1,Drone
u2___81.wav,12353,56.0,56.7,1,1,0,Not_a_drone
4-119720-A-182___1.wav,8011,0.0,0.7,1,4,0,Not_a_drone
u2___27.wav,12353,18.2,18.9,1,10,0,Not_a_drone
1-42139-A-380___1.wav,2350,0.0,0.7,1,6,0,Not_a_drone
5-160614-F-483___1.wav,10044,0.0,0.7,1,2,0,Not_a_drone
4-193480-A-401___1.wav,9335,0.0,0.7,1,8,0,Not_a_drone
3-149189-A-14___1.wav,6841,0.0,0.7,1,10,0,Not_a_drone
2-60791-A-263___1.wav,5217,0.0,0.7,1,8,0,Not_a_drone
mixed_membo_14-membo_003____1.wav,1047,0.0,0.7,1,2,1,Drone
1-50623-A-150___1.wav,2530,0.0,0.7,1,7,0,Not_a_drone
3-147965-A-121___1.wav,6813,0.0,0.7,1,7,0,Not_a_drone
5-205898-A-404___1.wav,10720,0.0,0.7,1,4,0,Not_a_drone
4-172500-D-274___1.wav,8758,0.0,0.7,1,10,0,Not_a_drone
5-205589-B-172___1.wav,10713,0.0,0.7,1,9,0,Not_a_drone
zz_g4___124.wav,1361,86.1,86.8,1,1,1,Drone
zz_g2___4.wav,1359,2.1,2.8,1,5,1,Drone
1-47250-B-413___1.wav,2448,0.0,0.7,1,10,0,Not_a_drone
2-117795-A-31___1.wav,4335,0.0,0.7,1,9,0,Not_a_drone
zz_g7___144.wav,1364,100.1,100.8,1,8,1,Drone
5-235593-A-234___1.wav,11325,0.0,0.7,1,4,0,Not_a_drone
180937-7-1-8___4.wav,3741,2.1,2.8,1,5,0,Not_a_drone
1-30709-A-234___1.wav,2129,0.0,0.7,1,8,0,Not_a_drone
1-260640-B-22___1.wav,2002,0.0,0.7,1,4,0,Not_a_drone
57320-0-0-33___3.wav,11862,1.4,2.1,1,8,0,Not_a_drone
2-78562-A-370___1.wav,5504,0.0,0.7,1,8,0,Not_a_drone
5-198321-A-100___1.wav,10491,0.0,0.7,1,8,0,Not_a_drone
4-159426-A-93___1.wav,8377,0.0,0.7,1,6,0,Not_a_drone
1-46938-B-74___1.wav,2439,0.0,0.7,1,7,0,Not_a_drone
3-155642-A-114___1.wav,7106,0.0,0.7,1,9,0,Not_a_drone
2-131943-A-381___1.wav,4595,0.0,0.7,1,9,0,Not_a_drone
hoover___31.wav,12023,21.0,21.7,1,5,0,Not_a_drone
15m(10)___35.wav,25,23.8,24.5,1,6,1,Drone
silence226___1.wav,12279,0.0,0.7,1,8,0,Not_a_drone
